O*NET-SOC Code,Title,Example
17-2031.00,Bioengineers and Biomedical Engineers,Ultrasound transducers
17-2031.00,Bioengineers and Biomedical Engineers,Ultrasound wattmeters
17-2031.00,Bioengineers and Biomedical Engineers,Ultraviolet spectrometers
17-2031.00,Bioengineers and Biomedical Engineers,Ultraviolet spectrophotometers
17-2031.00,Bioengineers and Biomedical Engineers,Ventilator performance analyzers
17-2031.00,Bioengineers and Biomedical Engineers,Viscometers
17-2031.00,Bioengineers and Biomedical Engineers,X ray diffractometers
17-2031.00,Bioengineers and Biomedical Engineers,X ray lithography equipment
17-2031.00,Bioengineers and Biomedical Engineers,X ray machines
17-2041.00,Chemical Engineers,Agitators
17-2041.00,Chemical Engineers,Atomic force microscopes
17-2041.00,Chemical Engineers,Benchtop centrifuges
17-2041.00,Chemical Engineers,Benchtop mixers
17-2041.00,Chemical Engineers,Catalytic reactors
17-2041.00,Chemical Engineers,Chromatographic scanning equipment
17-2041.00,Chemical Engineers,Distillation columns
17-2041.00,Chemical Engineers,Distillation systems
17-2041.00,Chemical Engineers,Filtration systems
17-2041.00,Chemical Engineers,Gas absorbers
17-2041.00,Chemical Engineers,Heat exchangers
17-2041.00,Chemical Engineers,Laboratory evaporaters
17-2041.00,Chemical Engineers,Lyophilizers
17-2041.00,Chemical Engineers,Mass spectrometers
17-2041.00,Chemical Engineers,Mixing tanks
17-2041.00,Chemical Engineers,Personal computers
17-2041.00,Chemical Engineers,Personal digital assistants PDA
17-2041.00,Chemical Engineers,Plate filter presses
17-2041.00,Chemical Engineers,Powder mixing equipment
17-2041.00,Chemical Engineers,Programmable logic controllers PLC
17-2041.00,Chemical Engineers,Safety goggles
17-2041.00,Chemical Engineers,Sludge dryers
17-2041.00,Chemical Engineers,Surface analysis spectroscopes
17-2041.00,Chemical Engineers,Vacuum pumps
17-2041.00,Chemical Engineers,Vial handling systems
17-2041.00,Chemical Engineers,Wet scrubbers
17-2051.00,Civil Engineers,Anemometers
17-2051.00,Civil Engineers,Blueprint copiers
17-2051.00,Civil Engineers,Compasses
17-2051.00,Civil Engineers,Desktop computers
17-2051.00,Civil Engineers,Digital cameras
17-2051.00,Civil Engineers,Dividers
17-2051.00,Civil Engineers,Drafting scales
17-2051.00,Civil Engineers,Drafting triangles
17-2051.00,Civil Engineers,Electronic distance measuring devices
17-2051.00,Civil Engineers,Global positioning system GPS receivers
17-2051.00,Civil Engineers,Laptop computers
17-2051.00,Civil Engineers,Laser levels
17-2051.00,Civil Engineers,Measuring tapes
17-2051.00,Civil Engineers,Microfilm readers
17-2051.00,Civil Engineers,Planimeters
17-2051.00,Civil Engineers,Precision levels
17-2051.00,Civil Engineers,Protractors
17-2051.00,Civil Engineers,Radar guns
17-2051.00,Civil Engineers,Rhodes arcs
17-2051.00,Civil Engineers,Rolling scales
17-2051.00,Civil Engineers,Steel rules
17-2051.00,Civil Engineers,Surveying rods
17-2051.00,Civil Engineers,Surveying wheels
17-2051.00,Civil Engineers,Theodolites
17-2051.00,Civil Engineers,Thickness gauges
17-2051.00,Civil Engineers,Total stations
17-2051.00,Civil Engineers,Traffic counters
17-2051.00,Civil Engineers,Transit levels
17-2051.00,Civil Engineers,Two way radios
17-2051.01,Transportation Engineers,Computer laser printers
17-2051.01,Transportation Engineers,Desktop computers
17-2051.01,Transportation Engineers,Digital cameras
17-2051.01,Transportation Engineers,Laptop computers
17-2051.01,Transportation Engineers,Laser facsimile machines
17-2051.01,Transportation Engineers,Mobile radios
17-2051.01,Transportation Engineers,Multi-line telephone systems
17-2051.01,Transportation Engineers,Personal computers
17-2051.01,Transportation Engineers,Photocopying equipment
17-2051.02,Water/Wastewater Engineers,Computer data input scanners
17-2051.02,Water/Wastewater Engineers,Computer laser printers
17-2051.02,Water/Wastewater Engineers,Desktop computers
17-2051.02,Water/Wastewater Engineers,Digitizers
17-2051.02,Water/Wastewater Engineers,Laptop computers
17-2051.02,Water/Wastewater Engineers,Large-format plotters
17-2051.02,Water/Wastewater Engineers,Personal computers
17-2061.00,Computer Hardware Engineers,Alternating current AC power analyzers
17-2061.00,Computer Hardware Engineers,Alternating current AC power sources
17-2061.00,Computer Hardware Engineers,Bit error rate testers BERT
17-2061.00,Computer Hardware Engineers,Circuit memory testers
17-2061.00,Computer Hardware Engineers,Circuit testers
17-2061.00,Computer Hardware Engineers,Color plotters
17-2061.00,Computer Hardware Engineers,Communications analyzers
17-2061.00,Computer Hardware Engineers,Communications signal analyzers
17-2061.00,Computer Hardware Engineers,Computer scanners
17-2061.00,Computer Hardware Engineers,Desktop computers
17-2061.00,Computer Hardware Engineers,Digital analysis systems DAS
17-2061.00,Computer Hardware Engineers,Direct current DC power supplies
17-2061.00,Computer Hardware Engineers,Dynamic signal analyzers
17-2061.00,Computer Hardware Engineers,Feeler gauges
17-2061.00,Computer Hardware Engineers,Frequency counters
17-2061.00,Computer Hardware Engineers,Function generators
17-2061.00,Computer Hardware Engineers,Impedance analyzers
17-2061.00,Computer Hardware Engineers,Inductance capacitance resistance LCR meters
17-2061.00,Computer Hardware Engineers,Inspection scopes
17-2061.00,Computer Hardware Engineers,Isolators
17-2061.00,Computer Hardware Engineers,Laptop computers
17-2061.00,Computer Hardware Engineers,Logic analyzers
17-2061.00,Computer Hardware Engineers,Logic probes
17-2061.00,Computer Hardware Engineers,Mainframe computers
17-2061.00,Computer Hardware Engineers,Multimeters
17-2061.00,Computer Hardware Engineers,Oscilloscopes
17-2061.00,Computer Hardware Engineers,Pattern generators
17-2061.00,Computer Hardware Engineers,Personal computers
17-2061.00,Computer Hardware Engineers,Personal digital assistants PDA
17-2061.00,Computer Hardware Engineers,Power sensors
17-2061.00,Computer Hardware Engineers,Probe card devices
17-2061.00,Computer Hardware Engineers,Probe stations
17-2061.00,Computer Hardware Engineers,Protocol analyzers
17-2061.00,Computer Hardware Engineers,Protocol exercisers
17-2061.00,Computer Hardware Engineers,Pulse generators
17-2061.00,Computer Hardware Engineers,Resistance meters
17-2061.00,Computer Hardware Engineers,Sampling oscilloscopes
17-2061.00,Computer Hardware Engineers,Signal generators
17-2061.00,Computer Hardware Engineers,Signal source analyzers
17-2061.00,Computer Hardware Engineers,Spectrum analyzers
17-2061.00,Computer Hardware Engineers,Thermal chambers
17-2061.00,Computer Hardware Engineers,Traffic generators
17-2061.00,Computer Hardware Engineers,Universal source generators
17-2061.00,Computer Hardware Engineers,Voltage sensors
17-2061.00,Computer Hardware Engineers,Waveform generators
17-2071.00,Electrical Engineers,Accelerometers
17-2071.00,Electrical Engineers,Annealing furnaces
17-2071.00,Electrical Engineers,Atomic force microscopes
17-2071.00,Electrical Engineers,Auger electron spectrometers
17-2071.00,Electrical Engineers,Computer servers
17-2071.00,Electrical Engineers,Cylindrical corona testers
17-2071.00,Electrical Engineers,Diffractometers
17-2071.00,Electrical Engineers,Diffusion furnaces
17-2071.00,Electrical Engineers,Digital oscilloscopes
17-2071.00,Electrical Engineers,Digital video cameras
17-2071.00,Electrical Engineers,Digital voltmeters DVM
17-2071.00,Electrical Engineers,Doping tubes
17-2071.00,Electrical Engineers,Electrical flow meters
17-2071.00,Electrical Engineers,Electrochemical CV dopant profilers
17-2071.00,Electrical Engineers,Electrochemical etching devices
17-2071.00,Electrical Engineers,Electron beam evaporators
17-2071.00,Electrical Engineers,Ellipsometers
17-2071.00,Electrical Engineers,Filament evaporators
17-2071.00,Electrical Engineers,Fog chambers
17-2071.00,Electrical Engineers,Frequency counters
17-2071.00,Electrical Engineers,Frequency drives
17-2071.00,Electrical Engineers,Glove box systems
17-2071.00,Electrical Engineers,Imaging spectrographs
17-2071.00,Electrical Engineers,Inductance capacitance resistance LCR meters
17-2071.00,Electrical Engineers,Laptop computers
17-2071.00,Electrical Engineers,Laser printers
17-2071.00,Electrical Engineers,Laser ranging systems
17-2071.00,Electrical Engineers,Linearization testbeds
17-2071.00,Electrical Engineers,Low pressure chemical vapor deposition LPCVD systems
17-2071.00,Electrical Engineers,Metal evaporation systems
17-2071.00,Electrical Engineers,Microbalances
17-2071.00,Electrical Engineers,Microwave automatic load-pull tuners
17-2071.00,Electrical Engineers,Microwave power meters
17-2071.00,Electrical Engineers,Mixed signal oscilloscopes
17-2071.00,Electrical Engineers,Molecular beam epitaxy MBE systems
17-2071.00,Electrical Engineers,Multimeters
17-2071.00,Electrical Engineers,Network analyzers
17-2071.00,Electrical Engineers,Noise figure meters
17-2071.00,Electrical Engineers,Oxidation furnaces
17-2071.00,Electrical Engineers,Oxidation tubes
17-2071.00,Electrical Engineers,Parameter analyzers
17-2071.00,Electrical Engineers,Pattern generator systems
17-2071.00,Electrical Engineers,Personal computers
17-2071.00,Electrical Engineers,Photolithography equipment
17-2071.00,Electrical Engineers,Photoluminescence spectrometers
17-2071.00,Electrical Engineers,Plasma ashers
17-2071.00,Electrical Engineers,Plasma reactors
17-2071.00,Electrical Engineers,Plotters
17-2071.00,Electrical Engineers,Profilometers
17-2071.00,Electrical Engineers,Programmable function generators
17-2071.00,Electrical Engineers,Pulse generators
17-2071.00,Electrical Engineers,Pulsed current-voltage IV analyzer
17-2071.00,Electrical Engineers,Pyrometers
17-2071.00,Electrical Engineers,Rapid thermal annealers RTA
17-2071.00,Electrical Engineers,Reactive ion etch systems
17-2071.00,Electrical Engineers,Sampling oscilloscopes
17-2071.00,Electrical Engineers,Scanning electron microscopes SEM
17-2071.00,Electrical Engineers,Scanning tunneling microscopes STM
17-2071.00,Electrical Engineers,Secondary ion mass spectrometers SIMS
17-2071.00,Electrical Engineers,Signal analyzers
17-2071.00,Electrical Engineers,Signal generators
17-2071.00,Electrical Engineers,Spectrometers
17-2071.00,Electrical Engineers,Spectrum analyzers
17-2071.00,Electrical Engineers,Spin-coaters
17-2071.00,Electrical Engineers,Spinners
17-2071.00,Electrical Engineers,Sweep oscillators
17-2071.00,Electrical Engineers,Synthesized continuous wave CW generators
17-2071.00,Electrical Engineers,Thermocouples
17-2071.00,Electrical Engineers,Tube etchers
17-2071.00,Electrical Engineers,Tube furnaces
17-2071.00,Electrical Engineers,Universal microwave transistor test fixtures
17-2071.00,Electrical Engineers,Vacuum chambers
17-2071.00,Electrical Engineers,Vacuum system/thermal evaporators
17-2071.00,Electrical Engineers,Vector signal generators
17-2071.00,Electrical Engineers,Vertical furnaces
17-2071.00,Electrical Engineers,Wafer steppers
17-2071.00,Electrical Engineers,Wet chemical clean benches
17-2071.00,Electrical Engineers,Wire bonders
17-2071.00,Electrical Engineers,X ray guns
17-2071.00,Electrical Engineers,X ray photoemission spectrometers
17-2072.00,"Electronics Engineers, Except Computer",Communication bus analyzers
17-2072.00,"Electronics Engineers, Except Computer",Desktop computers
17-2072.00,"Electronics Engineers, Except Computer",Electronics counters
17-2072.00,"Electronics Engineers, Except Computer",Electronics probes
17-2072.00,"Electronics Engineers, Except Computer",Function generators
17-2072.00,"Electronics Engineers, Except Computer",High-power pulsed lasers
17-2072.00,"Electronics Engineers, Except Computer",Inductance capacitance resistance LCR meters
17-2072.00,"Electronics Engineers, Except Computer",Logic analyzers
17-2072.00,"Electronics Engineers, Except Computer",Microprocessors
17-2072.00,"Electronics Engineers, Except Computer",Multimeters
17-2072.00,"Electronics Engineers, Except Computer",Oscilloscopes
17-2072.00,"Electronics Engineers, Except Computer",Personal computers
17-2072.00,"Electronics Engineers, Except Computer",Photometer
17-2072.00,"Electronics Engineers, Except Computer",Programmable logic controllers PLC
17-2072.00,"Electronics Engineers, Except Computer",Wattmeters
17-2072.00,"Electronics Engineers, Except Computer",Wave meters
17-2072.01,Radio Frequency Identification Device Specialists,Barcode scanners
17-2072.01,Radio Frequency Identification Device Specialists,Cell phones
17-2072.01,Radio Frequency Identification Device Specialists,Computer network routers
17-2072.01,Radio Frequency Identification Device Specialists,Desktop computers
17-2072.01,Radio Frequency Identification Device Specialists,Digital multimeters
17-2072.01,Radio Frequency Identification Device Specialists,Digital oscilloscopes
17-2072.01,Radio Frequency Identification Device Specialists,Function generators
17-2072.01,Radio Frequency Identification Device Specialists,Global positioning system GPS receivers
17-2072.01,Radio Frequency Identification Device Specialists,Laptop computers
17-2072.01,Radio Frequency Identification Device Specialists,Local area network LAN analyzers
17-2072.01,Radio Frequency Identification Device Specialists,Personal computers
17-2072.01,Radio Frequency Identification Device Specialists,Personal digital assistants PDA
17-2072.01,Radio Frequency Identification Device Specialists,Programmable logic controllers PLC
17-2072.01,Radio Frequency Identification Device Specialists,Radio frequency identification RFID devices
17-2072.01,Radio Frequency Identification Device Specialists,Radio frequency RF antennas
17-2081.00,Environmental Engineers,Air incubators
17-2081.00,Environmental Engineers,Air velocity meters
17-2081.00,Environmental Engineers,Ambient air measurement devices
17-2081.00,Environmental Engineers,Anaerobic growth chambers
17-2081.00,Environmental Engineers,Argon ionization detectors
17-2081.00,Environmental Engineers,Atomic absorption AA spectrometers
17-2081.00,Environmental Engineers,Atomic absorption AA spectrophotometers
17-2081.00,Environmental Engineers,Autoclaves
17-2081.00,Environmental Engineers,Automatic titrators
17-2081.00,Environmental Engineers,Balances
17-2081.00,Environmental Engineers,Biological oxidizers
17-2081.00,Environmental Engineers,California bearing ratio CBR testing devices
17-2081.00,Environmental Engineers,Capillary electrophoresis systems
17-2081.00,Environmental Engineers,Centrifuges
17-2081.00,Environmental Engineers,Charge-coupled device CCD cameras
17-2081.00,Environmental Engineers,Chemostats
17-2081.00,Environmental Engineers,Colorimeters
17-2081.00,Environmental Engineers,Combustible gas meters
17-2081.00,Environmental Engineers,Conductivity meters
17-2081.00,Environmental Engineers,Consolidometers
17-2081.00,Environmental Engineers,Core drill rigs
17-2081.00,Environmental Engineers,Desktop computers
17-2081.00,Environmental Engineers,Direct shear testing devices
17-2081.00,Environmental Engineers,Dissolved oxygen meters
17-2081.00,Environmental Engineers,Electric pumps
17-2081.00,Environmental Engineers,Electron capture detectors ECD
17-2081.00,Environmental Engineers,Environmental probe systems
